scenario_id,subtype,seed,truth_decay_rate_per_s,truth_frequency_hz,decay_rate_per_s,dominant_frequency_hz,damping_ratio,quality_factor,confidence_tier,uncertainty_fraction,lower_bound_per_s,upper_bound_per_s,estimator_count,estimator_names,estimator_spread_fraction,selected_input_model,impulse_fit_r2,reconstruction_r2,nonlinear_alpha,decrement_alpha,esprit_alpha,classification_unchanged,accepted_decay_rate_per_s,accepted_damping_ratio,accepted_quality_factor,accepted_lower_bound_per_s,accepted_upper_bound_per_s,damping_status,event_frequency_mad_fraction,event_shift_mad_samples,secondary_peak_ratio,accepted_relative_error,truth_inside_final_interval,candidate_relative_error,event_count_stationarity,frequency_relative_error
87,frequency_jitter,782749785,7115.639519676556,24967.93070317321,6626.94362049302,25065.470851846356,0.0420410354619553,11.893141891152302,high,0.35,4307.5133533204635,8946.373887665577,3,"nonlinear_deconvolved_fit,logarithmic_decrement,cadzow_esprit",0.029420414795664384,combined,0.9971253933900748,0.9051320702263634,6626.94362049302,6821.911050635406,6308.812875484654,True,6626.94362049302,0.0420410354619553,11.893141891152302,3313.47181024651,9940.41543073953,accepted_stationary_single_mode,0.009708737864077716,0.0,0.02436615727326639,0.06867912544363267,1,0.06867912544363267,234.0,0.00390661724564742
88,delay_jitter,804980063,4829.394515092042,18642.95377323094,4862.08640481305,18546.928499268426,0.0416862790556912,11.994354289381885,high,0.35,3160.3561631284824,6563.8166464976175,3,"nonlinear_deconvolved_fit,logarithmic_decrement,cadzow_esprit",0.05074575386840173,combined,0.9922472019152556,0.5177785974331759,4862.08640481305,5752.4465559911105,5108.816644798595,True,,,,,,candidate_only_nonstationary,0.009615384615384751,1.0,0.01773041594912478,,0,0.006769355789601494,111.0,0.005150754281244571
89,standard,1665083082,2976.118571645703,11204.806103004907,3186.3715883263,11135.024831291943,0.04549623121151,10.989921289865126,high,0.35,2071.141532412095,4301.601644240505,3,"nonlinear_deconvolved_fit,logarithmic_decrement,cadzow_esprit",0.04715974227711769,combined,0.9977672202088964,0.7227007817142987,3186.3715883263,3653.897976644699,3336.6400512308983,True,3186.3715883263,0.04549623121151,10.989921289865126,1593.18579416315,4779.55738248945,accepted_stationary_single_mode,0.0,0.0,0.05444033110098438,0.07064672042429186,1,0.07064672042429186,54.0,0.0062277982386727505
90,weak_noisy,1056450894,4107.596982408973,19424.067607832832,4252.6458912779835,19473.484394027368,0.03473549786350767,14.394496430272522,medium,0.55,1913.6906510750923,6591.601131480875,2,"nonlinear_deconvolved_fit,cadzow_esprit",0.10939738435970811,combined,0.9992835922268833,0.6406420409316322,4252.6458912779835,6636.454776848795,3322.1892170502415,True,,,,,,unresolved,,,,,0,0.03531235159880354,,0.0025441008130865296
91,missing_edges,1163332763,5468.4299930367615,49956.45408081079,9332.606921982897,50384.39665119474,0.029467168717529007,16.968036691715387,low,1.0,0.0,18665.213843965794,1,nonlinear_deconvolved_fit,inf,combined,0.999456689093976,0.37531650474998335,9332.606921982897,,,True,,,,,,unresolved,,,,,0,0.7066337017876418,,0.008566311966251523
92,amplitude_jitter,196447740,9016.184389944672,14681.206403510781,8446.163655851622,14612.669314155304,0.09160521212790548,5.458204706756922,high,0.35,5490.006376303554,11402.32093539969,3,"nonlinear_deconvolved_fit,logarithmic_decrement,cadzow_esprit",0.02712123051976361,combined,0.996232252564289,0.8399391563043928,8446.163655851622,8151.5649828411215,8675.234007369623,True,,,,,,candidate_only_nonstationary,0.010526315789473748,0.0,0.03680406629658216,,0,0.06322194727170481,69.0,0.004668355411111699
93,rising_only,1170600948,7078.586830510534,18478.496029294016,7009.204790319196,18453.07006333645,0.06034316832978126,8.285942118044773,high,0.35,4555.983113707478,9462.426466930916,3,"nonlinear_deconvolved_fit,logarithmic_decrement,cadzow_esprit",0.015350325076638437,rising,0.9997853066382802,0.9210533536912068,7009.204790319196,7956.663528991869,7116.798362379327,True,7009.204790319196,0.06034316832978126,8.285942118044773,3504.602395159598,10513.807185478794,accepted_stationary_single_mode,0.0,0.0,0.02182362497747106,0.009801679608178798,1,0.009801679608178798,97.0,0.0013759759407506776
94,two_mode,441021843,7117.4023342505625,43979.870323981195,18667.530623224073,45073.79310417259,0.06577206664351767,7.602011393529455,medium,0.55,8400.388780450832,28934.672465997315,2,"nonlinear_deconvolved_fit,cadzow_esprit",0.16510319740150128,rising,0.9226336256316366,0.6566849767183309,18667.530623224073,,12503.392636254604,True,,,,,,unresolved,,,,,0,1.622801093229149,,0.024873260701610216
95,frequency_jitter,356206927,4784.036012909308,31242.913205938807,7075.471793264503,31470.06865084559,0.035760203487045644,13.98202334562017,medium,0.55,3183.962306969026,10966.98127955998,2,"nonlinear_deconvolved_fit,cadzow_esprit",0.07784026316563593,combined,0.9675471615324029,0.8419237540693841,7075.471793264503,0.00030045386346751727,5973.958620447017,True,,,,,,unresolved,,,,,0,0.4789754454548321,,0.00727062305008118
96,delay_jitter,1461111570,2289.621932566002,21133.936834306216,1053.3750595400234,20622.276579872632,0.008129282299422808,61.50604464006629,low,1.0,0.0,2106.7501190800467,1,nonlinear_deconvolved_fit,inf,combined,0.9717595628373868,0.623883716594735,1053.3750595400234,0.0003892868591152892,,True,,,,,,unresolved,,,,,0,0.5399349366122226,,0.024210361677764546
