label,command_time_s,current_onset_s,motion_onset_s,analog_threshold_time_s,digital_output_time_s,command_to_current_s,current_to_motion_s,actuation_delay_s,actuator_response_time_s,sensor_decision_delay_s,total_chain_latency_s,Case,command_to_current_ms,current_to_motion_ms,actuation_delay_ms,actuator_response_time_ms,sensor_decision_delay_ms,total_chain_latency_ms,actuation_z,travel_z,decision_z,total_z
m4_h_21,0.02010009653785823,0.021500000000000002,0.02366,0.03659248461138013,0.037301901107690355,0.0013999034621417702,0.0021599999999999987,0.003559903462141769,0.012932484611380128,0.0007094164963102265,0.017201804569832124,Healthy baseline,1.3999034621417703,2.159999999999999,3.559903462141769,12.932484611380128,0.7094164963102265,17.201804569832124,2.021631695435516,0.30228906884972523,1.1575259803983973,1.4938038609235407
m4_h_22,0.019980012773433125,0.02136,0.02348,0.03638275837905994,0.03712964629119995,0.0013799872265668756,0.0021200000000000004,0.003499987226566876,0.012902758379059936,0.000746887912140011,0.017149633517766823,Healthy baseline,1.3799872265668756,2.1200000000000006,3.499987226566876,12.902758379059936,0.7468879121400109,17.149633517766823,0.6745761028397337,-1.4744410436546531,2.099907662899816,0.8133330596820916
m4_h_23,0.020099995721558992,0.021480000000000003,0.023540000000000002,0.036487252681510235,0.037125363536996775,0.0013800042784410105,0.0020599999999999993,0.00344000427844101,0.012947252681510233,0.00063811085548654,0.017025367815437783,Healthy baseline,1.3800042784410105,2.059999999999999,3.44000427844101,12.947252681510234,0.63811085548654,17.025367815437782,-0.6739793422421454,1.184973245610029,-0.6357644059727302,-0.8074734735048321
m4_a_00,0.019860070164925754,0.021300000000000003,0.031360000000000006,0.04426899003459542,0.04506180635946081,0.0014399298350742488,0.010060000000000003,0.011499929835074252,0.012908990034595412,0.0007928163248653933,0.025201736194535057,Actuation delay,1.4399298350742489,10.060000000000002,11.499929835074251,12.908990034595412,0.7928163248653932,25.20173619453506,180.53179389759077,-1.1019764164064414,3.2549773046602457,105.83749000558389
m4_a_01,0.019860024539053504,0.021320000000000002,0.031360000000000006,0.044289710143058526,0.04502358977702724,0.0014599754609464985,0.010040000000000004,0.011499975460946502,0.01292971014305852,0.0007338796339687106,0.025163565237973733,Actuation delay,1.4599754609464985,10.040000000000004,11.499975460946501,12.92971014305852,0.7338796339687106,25.16356523797373,180.53281967275493,0.13645973131065384,1.772757946294432,105.33962346145275
m4_a_02,0.019900001290376466,0.02134,0.03148,0.044389035342439105,0.0451533656687672,0.001439998709623535,0.01014,0.011579998709623535,0.012909035342439104,0.000764330326328097,0.025253364378390736,Actuation delay,1.439998709623535,10.14,11.579998709623535,12.909035342439104,0.764330326328097,25.253364378390735,182.33192743768348,-1.0992683769430702,2.5385730099505595,106.51088013754715
m4_a_03,0.0199600208445551,0.02136,0.03146,0.044405011746947755,0.045084853710336874,0.0013999791554448991,0.010100000000000001,0.0114999791554449,0.012945011746947753,0.000679841963389119,0.025124832865781772,Actuation delay,1.399979155444899,10.100000000000001,11.499979155444901,12.945011746947753,0.679841963389119,25.124832865781773,180.53290273362617,1.0510330989266672,0.4137457554933712,104.83443433269115
m4_a_04,0.019920038910432442,0.02136,0.031420000000000003,0.04435607782592738,0.04504981997814065,0.0014399610895675583,0.010060000000000003,0.011499961089567561,0.01293607782592738,0.000693742152213267,0.025129781067708207,Actuation delay,1.4399610895675583,10.060000000000002,11.499961089567561,12.936077825927379,0.693742152213267,25.12978106770821,180.53249657090797,0.5170546811891481,0.7633264436288838,104.8989740879058
m4_a_05,0.02008004331610662,0.02144,0.0315,0.04443029606236251,0.04507505903555276,0.0013599566838933819,0.01006,0.011419956683893381,0.012930296062362512,0.0006447629731902507,0.024995015719446144,Actuation delay,1.3599566838933819,10.059999999999999,11.419956683893382,12.930296062362512,0.6447629731902507,24.995015719446144,178.73381244027703,0.17147999421131316,-0.46846798188518535,103.14121991425625
m4_a_06,0.019840006957494372,0.021220000000000003,0.03134,0.044268161868451346,0.04498297485381071,0.0013799930425056305,0.010119999999999997,0.011499993042505628,0.012928161868451346,0.0007148129853593657,0.02514296789631634,Actuation delay,1.3799930425056304,10.119999999999997,11.499993042505627,12.928161868451346,0.7148129853593657,25.14296789631634,180.53321494687918,0.04391971186379033,1.2932441623008282,105.07097084613827
