case,repeat,true_swell,detected_swell,status,classification,confidence,selected_window_samples,event_count,duration_s,max_excess,excess_area_s,equivalent_duration_s,median_correlation,median_rms_ratio,unknown_residual_energy
distorted_swell,73,True,True,distorted_swell_supported,distorted_swell_supported,0.9115812008312381,81,1,0.5670000000000001,0.36244035071059155,0.16460729352109033,0.4541638181244593,0.9859552700099585,1.289419642472247,12.330436937721633
distorted_swell,74,True,True,distorted_swell_supported,distorted_swell_supported,0.9419607351521052,81,1,0.613,0.44061090722869023,0.20349330050442377,0.46184353851867915,0.9891583787014456,1.3414535564319408,10.668662319219042
distorted_swell,75,True,True,distorted_swell_supported,distorted_swell_supported,0.9327378059497501,81,1,0.5710000000000001,0.44896441292361566,0.1989559976662788,0.4431442491637485,0.9874582488181493,1.3725537597362893,11.506028621624827
distorted_swell,76,True,True,distorted_swell_supported,distorted_swell_supported,0.9205618117446484,81,1,0.397,0.464431148616426,0.14400363513838005,0.31006455007890255,0.9884710755441214,1.3878165160751466,10.760492500303293
distorted_swell,77,True,True,distorted_swell_supported,distorted_swell_supported,0.886686295795444,81,1,0.625,0.3980632999786453,0.18957961628408276,0.47625494813074465,0.9875010410042898,1.3060508620740754,10.94289357755756
distorted_swell,78,True,True,distorted_swell_supported,distorted_swell_supported,0.9033557970950911,81,1,0.423,0.43525032771043715,0.14454730298564916,0.33210153739806814,0.9905441978812022,1.342726461732154,10.731460526033006
distorted_swell,79,True,True,distorted_swell_supported,distorted_swell_supported,0.9534741023443761,81,1,0.378,0.43157455759713814,0.11777323612150464,0.272891981346691,0.9884184950946251,1.3426653896891847,11.558356756634472
distorted_swell,80,True,True,distorted_swell_supported,distorted_swell_supported,0.9241973294220897,81,1,0.47300000000000003,0.4502000333598266,0.17120003545035503,0.38027548370597697,0.9892701984772766,1.3629205439412968,11.372159910032053
distorted_swell,81,True,True,distorted_swell_supported,distorted_swell_supported,0.8799967694654561,81,1,0.47100000000000003,0.3751824490274054,0.14908071314834007,0.3973552428553245,0.9888597177417502,1.3001643048271705,11.803206416800231
distorted_swell,82,True,True,distorted_swell_supported,distorted_swell_supported,0.8688235228522987,81,1,0.40900000000000003,0.39561914096283546,0.12426677189316312,0.3141070767979772,0.9872806551361184,1.302292826781433,10.993762949124946
distorted_swell,83,True,True,distorted_swell_supported,distorted_swell_supported,0.9273085743721377,81,1,0.501,0.36647329746476176,0.14873439699357655,0.4058532996060323,0.9892170891084311,1.304921551019401,10.879136100701569
distorted_swell,84,True,True,distorted_swell_supported,distorted_swell_supported,0.9295623501514522,81,1,0.468,0.4150011903865174,0.14752819071854265,0.355488596505326,0.9886377500951062,1.332585300535133,11.17821811415117
distorted_swell,85,True,True,distorted_swell_supported,distorted_swell_supported,0.8994577957004318,81,1,0.54,0.3444004363635381,0.14663951475343812,0.42578202368666607,0.986622462435581,1.276080174599715,12.096425829467657
distorted_swell,86,True,True,distorted_swell_supported,distorted_swell_supported,0.947013354623834,81,1,0.302,0.38523064830917075,0.09091329751783232,0.23599705245899577,0.9882563277858908,1.315286801384461,11.629672123389186
distorted_swell,87,True,True,distorted_swell_supported,distorted_swell_supported,0.9246906028650724,81,1,0.507,0.5156992958301653,0.2167306121091978,0.42026548002224434,0.9893666727889743,1.4419154412960515,11.651634969793506
distorted_swell,88,True,True,distorted_swell_supported,distorted_swell_supported,0.9439397816707845,81,1,0.511,0.46057714387327375,0.18473562981718544,0.40109595596436026,0.9893900174040615,1.373428965748597,11.073494974111634
distorted_swell,89,True,True,distorted_swell_supported,distorted_swell_supported,0.9158500052629734,81,1,0.558,0.4468810022145151,0.2021174059937143,0.45228462385315815,0.9891237681746465,1.3543911250666005,11.330241560172885
distorted_swell,90,True,True,distorted_swell_supported,distorted_swell_supported,0.9550047477115021,81,1,0.514,0.558318428907929,0.22432746266964754,0.4017912557685622,0.9884571223454426,1.4838138017965354,12.638105211308469
distorted_swell,91,True,True,distorted_swell_supported,distorted_swell_supported,0.9316909948303477,81,1,0.334,0.4762403466590097,0.11483238392574444,0.2411227539441654,0.9884123148181759,1.371219912319054,11.975995312876098
distorted_swell,92,True,True,distorted_swell_supported,distorted_swell_supported,0.9235529088822996,81,1,0.355,0.4367521718851304,0.12455420570465581,0.2851827963832419,0.9865821985338661,1.3752430616408409,13.416661231384706
distorted_swell,93,True,True,distorted_swell_supported,distorted_swell_supported,0.9342746903716507,81,1,0.488,0.4931473693662025,0.18715773243355158,0.37951684234692035,0.9883910558704274,1.4147581286284834,11.505709823941855
distorted_swell,94,True,True,distorted_swell_supported,distorted_swell_supported,0.9472416468418887,81,1,0.641,0.5111737050141923,0.24873106966978248,0.48658815433958336,0.9891268166965752,1.4133068749611086,11.555325093494316
distorted_swell,95,True,True,distorted_swell_supported,distorted_swell_supported,0.9383339322942018,81,1,0.42,0.4804652068391577,0.1471116673778548,0.30618589084870496,0.9892273792635171,1.3635730058243198,10.930592734954999
distorted_swell,96,True,True,distorted_swell_supported,distorted_swell_supported,0.894140651151056,81,1,0.489,0.34240931339095604,0.12548180034012546,0.3664672525914997,0.9851977623423228,1.261293730758181,11.447823457218165
distorted_swell,97,True,True,distorted_swell_supported,distorted_swell_supported,0.946736677365526,81,1,0.373,0.5274695650056631,0.1428234182645888,0.270770917869082,0.9884912811432309,1.4174198923076895,11.630525950528549
distorted_swell,98,True,True,distorted_swell_supported,distorted_swell_supported,0.9617571691496443,81,1,0.582,0.527902806189445,0.23589118771014367,0.4468458681113564,0.9886792006202847,1.442958420315898,11.944449401798261
distorted_swell,99,True,True,distorted_swell_supported,distorted_swell_supported,0.9393090552241913,81,1,0.369,0.5123259714081068,0.13945177388777452,0.27219345040130816,0.9885114350210091,1.431014598777984,10.579346003773956
healthy,0,False,False,rejected,none,0.0,41,0,,,,,,,
healthy,1,False,False,rejected,none,0.0,41,0,,,,,,,
healthy,2,False,False,rejected,none,0.0,41,0,,,,,,,
healthy,3,False,False,rejected,none,0.0,41,0,,,,,,,
healthy,4,False,False,rejected,none,0.0,41,0,,,,,,,
healthy,5,False,False,rejected,none,0.0,41,0,,,,,,,
healthy,6,False,False,rejected,none,0.0,41,0,,,,,,,
healthy,7,False,False,rejected,none,0.0,41,0,,,,,,,
healthy,8,False,False,rejected,none,0.0,41,0,,,,,,,
healthy,9,False,False,rejected,none,0.0,41,0,,,,,,,
healthy,10,False,False,rejected,none,0.0,41,0,,,,,,,
healthy,11,False,False,rejected,none,0.0,41,0,,,,,,,
healthy,12,False,False,rejected,none,0.0,41,0,,,,,,,
healthy,13,False,False,rejected,none,0.0,41,0,,,,,,,
