case,repeat,true_interruption,detected_interruption,status,selected_window_samples,confidence,true_retained_pu,duration_s,minimum_retained_rms_pu,median_retained_rms_pu,subtype
near_boundary_sag,14,False,False,rejected,9,0.0,0.14089284336692304,,,,none
near_boundary_sag,15,False,False,rejected,9,0.0,0.1270298508475541,,,,none
near_boundary_sag,16,False,False,rejected,9,0.0,0.134460157659634,,,,none
near_boundary_sag,17,False,False,rejected,9,0.0,0.12583548869061184,,,,none
near_boundary_sag,18,False,False,rejected,9,0.0,0.12379014618377773,,,,none
near_boundary_sag,19,False,False,rejected,9,0.0,0.13152117633181373,,,,none
near_boundary_sag,20,False,False,rejected,9,0.0,0.12868848351751086,,,,none
near_boundary_sag,21,False,False,rejected,9,0.0,0.13887080252015865,,,,none
near_boundary_sag,22,False,False,rejected,9,0.0,0.12501977022550162,,,,none
near_boundary_sag,23,False,False,rejected,9,0.0,0.1193010342628544,,,,none
near_boundary_sag,24,False,False,rejected,9,0.0,0.12207088221677091,,,,none
near_boundary_sag,25,False,False,rejected,9,0.0,0.11832262811208832,,,,none
near_boundary_sag,26,False,False,rejected,9,0.0,0.1425707915424611,,,,none
near_boundary_sag,27,False,False,rejected,9,0.0,0.14376855147446338,,,,none
near_boundary_sag,28,False,False,rejected,9,0.0,0.1280313202999313,,,,none
near_boundary_sag,29,False,False,rejected,9,0.0,0.14195129161796807,,,,none
healthy,0,False,False,rejected,9,0.0,1.0,,,,none
healthy,1,False,False,rejected,9,0.0,1.0,,,,none
healthy,2,False,False,rejected,9,0.0,1.0,,,,none
healthy,3,False,False,rejected,9,0.0,1.0,,,,none
healthy,4,False,False,rejected,9,0.0,1.0,,,,none
healthy,5,False,False,rejected,9,0.0,1.0,,,,none
healthy,6,False,False,rejected,9,0.0,1.0,,,,none
healthy,7,False,False,rejected,9,0.0,1.0,,,,none
healthy,8,False,False,rejected,9,0.0,1.0,,,,none
healthy,9,False,False,rejected,9,0.0,1.0,,,,none
healthy,10,False,False,rejected,9,0.0,1.0,,,,none
healthy,11,False,False,rejected,9,0.0,1.0,,,,none
healthy,12,False,False,rejected,9,0.0,1.0,,,,none
healthy,13,False,False,rejected,9,0.0,1.0,,,,none
healthy,14,False,False,rejected,9,0.0,1.0,,,,none
healthy,15,False,False,rejected,9,0.0,1.0,,,,none
healthy,16,False,False,rejected,9,0.0,1.0,,,,none
healthy,17,False,False,rejected,9,0.0,1.0,,,,none
healthy,18,False,False,rejected,9,0.0,1.0,,,,none
healthy,19,False,False,rejected,9,0.0,1.0,,,,none
healthy,20,False,False,rejected,9,0.0,1.0,,,,none
healthy,21,False,False,rejected,9,0.0,1.0,,,,none
healthy,22,False,False,rejected,9,0.0,1.0,,,,none
healthy,23,False,False,rejected,9,0.0,1.0,,,,none
healthy,24,False,False,rejected,9,0.0,1.0,,,,none
healthy,25,False,False,rejected,9,0.0,1.0,,,,none
healthy,26,False,False,rejected,9,0.0,1.0,,,,none
healthy,27,False,False,rejected,9,0.0,1.0,,,,none
healthy,28,False,False,rejected,9,0.0,1.0,,,,none
healthy,29,False,False,rejected,9,0.0,1.0,,,,none
swell,0,False,False,rejected,9,0.0,1.0,,,,none
swell,1,False,False,rejected,9,0.0,1.0,,,,none
swell,2,False,False,rejected,9,0.0,1.0,,,,none
swell,3,False,False,rejected,9,0.0,1.0,,,,none
swell,4,False,False,rejected,9,0.0,1.0,,,,none
swell,5,False,False,rejected,9,0.0,1.0,,,,none
swell,6,False,False,rejected,9,0.0,1.0,,,,none
swell,7,False,False,rejected,9,0.0,1.0,,,,none
swell,8,False,False,rejected,9,0.0,1.0,,,,none
swell,9,False,False,rejected,9,0.0,1.0,,,,none
swell,10,False,False,rejected,9,0.0,1.0,,,,none
swell,11,False,False,rejected,9,0.0,1.0,,,,none
